Transaction_ID,User_ID,Date,Account_Number,Transaction_Type,Amount,Currency,Category,Counterparty,Payment_Method
TXN04175,U064,28/01/2024,996446,Debit,6479.01,USD,Marketing,Rush Inc,Credit Card
TXN04176,U279,29/07/2024,379223,Debit,5460.42,USD,Inventory,Schroeder-Villegas,Cash
TXN04177,U095,10/01/2024,579244,Debit,1047.83,USD,Sales,George-Sullivan,Cash
TXN04178,U118,14/02/2024,125405,Refund,3701.64,USD,Payroll,Grant-Avery,Cash
TXN04179,U150,08/09/2024,663142,Credit,6133.08,USD,Marketing,Welch Ltd,Cash
TXN04180,U292,15/07/2024,726286,Refund,7135.97,USD,Marketing,Wilson Ltd,Bank Transfer
TXN04181,U170,29/06/2024,550480,Credit,7059.34,USD,Sales,Townsend-Waller,Bank Transfer
TXN04182,U375,15/07/2024,643777,Credit,1777.31,USD,Sales,"Shaffer, Powell and Galvan",Bank Transfer
TXN04183,U006,13/12/2024,297646,Refund,8510.92,USD,Marketing,Cooper-Jones,Bank Transfer
TXN04184,U342,29/10/2024,825767,Debit,837.42,USD,Payroll,"Oneill, Barnett and Mueller",Bank Transfer
TXN04185,U241,05/11/2024,662401,Refund,8342.3,USD,Sales,"Garcia, Salas and Patel",Bank Transfer
TXN04186,U410,03/07/2024,291861,Debit,1203.07,USD,Inventory,Howe-Kennedy,Cash
TXN04187,U324,13/08/2024,969936,Refund,4439.35,USD,Sales,Bradshaw Ltd,Cash
TXN04188,U050,30/05/2024,534362,Debit,7108.8,USD,Operations,"Martinez, Branch and Palmer",Cash
TXN04189,U361,02/06/2024,781883,Refund,3149.22,USD,Marketing,"Thomas, Vasquez and Alexander",Cash
TXN04190,U326,05/07/2024,571201,Credit,8580.32,USD,Marketing,Andrews LLC,Bank Transfer
TXN04191,U148,09/12/2024,278592,Debit,2782.01,USD,Marketing,"Hill, Edwards and Mcdonald",Cash
TXN04192,U231,21/09/2024,971168,Refund,8527.23,USD,Sales,Holmes PLC,Bank Transfer
TXN04193,U352,30/04/2024,862930,Refund,6554.5,USD,Inventory,Smith-Paul,Cash
TXN04194,U399,10/09/2024,134752,Debit,7377.16,USD,Operations,Adams Group,Credit Card
TXN04195,U292,17/06/2024,828300,Credit,3333.32,USD,Sales,Marshall-Daniels,Cash
TXN04196,U082,02/04/2024,513122,Refund,6723.19,USD,Sales,Dalton Inc,Credit Card
TXN04197,U222,26/12/2024,987623,Debit,8997.67,USD,Operations,Bridges LLC,Cash
TXN04198,U373,10/04/2024,141294,Debit,8978.39,USD,Marketing,Murphy and Sons,Cash
TXN04199,U029,19/03/2024,590744,Credit,1700.44,USD,Operations,"Wilson, Gomez and Garcia",Bank Transfer
TXN04200,U386,09/05/2024,705568,Credit,9862.84,USD,Marketing,"Craig, Cordova and Gregory",Cash
TXN04201,U356,23/07/2024,673930,Credit,7224.13,USD,Operations,Delgado LLC,Cash
TXN04202,U470,09/06/2024,825133,Credit,3668.9,USD,Payroll,"Perry, Fletcher and Jackson",Cash
TXN04203,U459,09/11/2024,480457,Refund,151.57,USD,Marketing,"Wells, Hebert and Miller",Cash
TXN04204,U467,16/10/2024,670927,Refund,6648.31,USD,Payroll,Salas-Jones,Credit Card
TXN04205,U246,08/07/2024,406333,Credit,4169.62,USD,Inventory,"Osborne, Harris and Anderson",Credit Card
TXN04206,U389,24/08/2024,234214,Credit,6680.55,USD,Operations,Hughes PLC,Bank Transfer
TXN04207,U214,19/03/2024,768886,Credit,624.22,USD,Operations,Knight-Day,Bank Transfer
TXN04208,U278,17/08/2024,901415,Credit,1937.47,USD,Marketing,Miller-Wood,Cash
TXN04209,U352,24/10/2024,300584,Debit,7615.32,USD,Operations,Miller Inc,Bank Transfer
TXN04210,U286,22/12/2024,987893,Debit,1483.66,USD,Sales,Johnson and Sons,Bank Transfer
TXN04211,U167,06/01/2025,288889,Debit,2673.69,USD,Sales,"Frederick, Ruiz and Jones",Bank Transfer
TXN04212,U207,31/01/2024,996735,Debit,1734.13,USD,Payroll,Griffith-Patterson,Credit Card
TXN04213,U187,05/09/2024,105599,Refund,454.64,USD,Inventory,Ross Group,Cash
TXN04214,U500,16/01/2024,956420,Debit,6089.2,USD,Inventory,Williams Ltd,Credit Card
TXN04215,U258,14/10/2024,495587,Debit,6890.28,USD,Sales,Wilson-Davis,Cash
TXN04216,U488,23/06/2024,194014,Debit,4098.42,USD,Inventory,Davis Group,Bank Transfer
TXN04217,U361,05/05/2024,693895,Debit,6356.64,USD,Payroll,Tucker and Sons,Credit Card
TXN04218,U040,19/07/2024,749990,Credit,8422.82,USD,Inventory,"Short, Black and Lopez",Cash
TXN04219,U052,20/09/2024,973702,Credit,9411.49,USD,Payroll,Hayes-Cross,Credit Card
TXN04220,U332,15/03/2024,236684,Credit,3118.53,USD,Operations,"Huff, Smith and Hunt",Cash
TXN04221,U401,07/01/2025,462265,Credit,5609.99,USD,Operations,Hendricks-Wilson,Bank Transfer
TXN04222,U456,26/03/2024,247770,Debit,1185.97,USD,Sales,Blackwell-Cole,Cash
TXN04223,U068,28/04/2024,450248,Refund,4667.86,USD,Marketing,Walker Ltd,Credit Card
TXN04224,U116,09/10/2024,606146,Credit,8362.7,USD,Sales,"Fuentes, Morales and Anderson",Credit Card
TXN04225,U203,12/07/2024,591648,Debit,870.09,USD,Operations,Brown-Fowler,Credit Card
TXN04226,U046,20/12/2024,863662,Credit,9303.43,USD,Marketing,Ramsey-Hall,Cash
TXN04227,U171,15/12/2024,698827,Credit,890.74,USD,Payroll,"Richards, Griffin and Cook",Credit Card
TXN04228,U408,03/10/2024,808530,Credit,9180.93,USD,Inventory,"Morgan, Parker and Cox",Bank Transfer
TXN04229,U169,03/05/2024,405074,Credit,1833.18,USD,Operations,Kaiser Inc,Cash
TXN04230,U343,20/06/2024,548393,Debit,873.31,USD,Marketing,Jenkins-Huynh,Bank Transfer
TXN04231,U491,06/08/2024,505755,Debit,3181.84,USD,Marketing,"Brown, Henderson and Mccall",Bank Transfer
TXN04232,U045,27/04/2024,549227,Debit,6269.98,USD,Inventory,Jacobs Ltd,Bank Transfer
TXN04233,U469,12/06/2024,772970,Refund,210.87,USD,Payroll,Ortiz-Huff,Cash
TXN04234,U011,07/04/2024,719088,Credit,1701.67,USD,Inventory,Munoz-Evans,Cash
TXN04235,U055,15/05/2024,946263,Refund,114.28,USD,Sales,White and Sons,Bank Transfer
TXN04236,U075,16/05/2024,605790,Refund,6383.08,USD,Inventory,Johnson Ltd,Bank Transfer
TXN04237,U388,05/06/2024,112398,Refund,4608.89,USD,Marketing,Gibson Ltd,Bank Transfer
TXN04238,U180,12/01/2024,560799,Debit,8773.21,USD,Marketing,Ward Group,Credit Card
TXN04239,U068,06/07/2024,746710,Debit,9432.94,USD,Payroll,Vega Inc,Bank Transfer
TXN04240,U476,08/06/2024,710946,Credit,3084.75,USD,Marketing,Moreno-Blanchard,Bank Transfer
TXN04241,U455,15/07/2024,441883,Debit,6812.1,USD,Operations,Terry Group,Cash
TXN04242,U485,19/12/2024,315401,Debit,9427.15,USD,Operations,"Matthews, Ford and Thomas",Cash
TXN04243,U421,17/08/2024,539783,Refund,8647.21,USD,Marketing,"Williams, Yates and Shelton",Credit Card
TXN04244,U287,01/11/2024,178686,Debit,7476.61,USD,Marketing,White-Cummings,Credit Card
TXN04245,U451,24/07/2024,511719,Credit,7383.72,USD,Inventory,"Peterson, Martin and Bell",Bank Transfer
TXN04246,U241,14/07/2024,412424,Credit,3111.77,USD,Inventory,"Foster, Williams and Bennett",Credit Card
TXN04247,U282,05/01/2025,127267,Refund,3799.31,USD,Inventory,Fox-Pitts,Credit Card
TXN04248,U491,13/11/2024,574954,Debit,2877.89,USD,Sales,Cervantes and Sons,Bank Transfer
TXN04249,U483,05/04/2024,592839,Refund,2796.84,USD,Marketing,"Williams, Smith and Neal",Cash
TXN04250,U151,26/03/2024,582828,Credit,5654.75,USD,Payroll,"Frazier, Smith and Robinson",Cash
TXN04251,U298,19/04/2024,203315,Credit,4145.69,USD,Operations,"Kirby, Evans and Ward",Cash
TXN04252,U467,28/07/2024,968878,Debit,8354.4,USD,Payroll,"Smith, Parker and Duncan",Cash
TXN04253,U379,15/12/2024,118116,Debit,2735.27,USD,Sales,Henson-Johnson,Bank Transfer
TXN04254,U105,19/11/2024,868007,Credit,2000.25,USD,Operations,Franklin-Weber,Bank Transfer
TXN04255,U457,07/07/2024,531766,Credit,9792.99,USD,Inventory,Lindsey Inc,Bank Transfer
TXN04256,U425,20/04/2024,873061,Refund,2600.95,USD,Sales,Rodriguez-Perry,Bank Transfer
TXN04257,U190,04/03/2024,294401,Refund,4401.59,USD,Sales,Maddox-Sutton,Credit Card
TXN04258,U122,09/07/2024,403002,Refund,933.2,USD,Marketing,"Martin, Robinson and Hughes",Credit Card
TXN04259,U227,21/06/2024,819076,Debit,3557.98,USD,Sales,Hunter Ltd,Bank Transfer
TXN04260,U221,09/06/2024,654018,Debit,3642.5,USD,Marketing,Mendoza-Carroll,Cash
TXN04261,U308,03/12/2024,691958,Credit,7725.98,USD,Sales,Lutz LLC,Cash
TXN04262,U500,30/05/2024,299322,Debit,5235.2,USD,Marketing,Harris Group,Credit Card
TXN04263,U400,10/09/2024,427059,Debit,8296.71,USD,Sales,Garcia LLC,Cash
TXN04264,U345,10/06/2024,427020,Debit,6873.53,USD,Sales,Hart-Stephenson,Bank Transfer
TXN04265,U264,24/12/2024,246658,Debit,1713.04,USD,Payroll,Howard-Mack,Credit Card
TXN04266,U070,24/12/2024,894232,Debit,9497.15,USD,Sales,Martinez-Harris,Cash
TXN04267,U031,15/08/2024,969738,Debit,5856.38,USD,Sales,Obrien Inc,Bank Transfer
TXN04268,U193,19/10/2024,783307,Debit,1565.49,USD,Sales,Vincent-Abbott,Credit Card
TXN04269,U490,20/09/2024,556833,Debit,5691.43,USD,Marketing,Fernandez and Sons,Cash
TXN04270,U112,25/01/2024,346739,Credit,9937.62,USD,Payroll,Hansen PLC,Cash
TXN04271,U384,26/08/2024,195727,Credit,4344.2,USD,Payroll,Murray-Reynolds,Cash
TXN04272,U206,20/03/2024,249170,Refund,6463.62,USD,Payroll,Giles-Hernandez,Bank Transfer
TXN04273,U459,11/04/2024,496800,Refund,6823.36,USD,Marketing,Waters-Lutz,Credit Card
TXN04274,U296,22/06/2024,524210,Refund,2894,USD,Inventory,Bowman-Walker,Credit Card
TXN04275,U441,19/05/2024,447889,Debit,3428.39,USD,Marketing,Rowland-Moreno,Credit Card
TXN04276,U012,15/12/2024,306322,Refund,9685.22,USD,Marketing,"Ruiz, Franklin and Watson",Credit Card
TXN04277,U020,28/12/2024,354756,Refund,5520.6,USD,Operations,Johnson-Atkinson,Bank Transfer
TXN04278,U070,02/06/2024,740421,Credit,7433.89,USD,Payroll,Holmes and Sons,Bank Transfer
TXN04279,U149,18/09/2024,933602,Debit,2696.81,USD,Marketing,Watson Inc,Bank Transfer
TXN04280,U160,23/12/2024,196747,Debit,5137.59,USD,Payroll,"Bailey, Hartman and Smith",Bank Transfer
TXN04281,U115,20/07/2024,906290,Debit,2115.11,USD,Marketing,"Hart, Kim and Hill",Cash
TXN04282,U443,17/10/2024,211247,Debit,2190.37,USD,Sales,"Turner, Gonzalez and Hicks",Cash
TXN04283,U425,07/11/2024,761397,Refund,2615.85,USD,Payroll,"Leblanc, Flynn and Martinez",Bank Transfer
TXN04284,U129,31/12/2024,767557,Credit,9219.97,USD,Inventory,"Dixon, Mendoza and Arnold",Cash
TXN04285,U263,27/03/2024,607520,Debit,5175.13,USD,Sales,Dean-Farrell,Cash
TXN04286,U055,20/12/2024,199316,Debit,6314.83,USD,Operations,Fisher PLC,Cash
TXN04287,U456,01/05/2024,594413,Credit,4757.35,USD,Operations,"Johnson, Hill and Matthews",Bank Transfer
TXN04288,U225,02/05/2024,891160,Debit,4677.8,USD,Inventory,"Williams, Frazier and Fritz",Cash
TXN04289,U093,09/04/2024,170740,Debit,3236.68,USD,Payroll,"Boyd, Powell and Mayer",Bank Transfer
TXN04290,U182,16/11/2024,213447,Credit,5642.06,USD,Inventory,"Martin, Schaefer and Rice",Credit Card
TXN04291,U097,13/11/2024,707035,Debit,6586.47,USD,Inventory,"Jensen, Hernandez and Andrews",Bank Transfer
TXN04292,U046,24/12/2024,993762,Debit,9013.74,USD,Operations,Perkins-Williams,Cash
TXN04293,U484,18/03/2024,767602,Refund,3230.5,USD,Marketing,Goodman LLC,Bank Transfer
TXN04294,U444,12/05/2024,156548,Credit,1055.08,USD,Operations,Porter Group,Cash
TXN04295,U141,29/03/2024,202933,Refund,3595.25,USD,Operations,"Sharp, Dixon and Nash",Credit Card
TXN04296,U440,04/01/2025,742469,Credit,9011.23,USD,Sales,"Thomas, Daniels and Hall",Credit Card
TXN04297,U012,12/12/2024,271186,Credit,1595.92,USD,Payroll,Stevens Ltd,Bank Transfer
TXN04298,U493,24/10/2024,593182,Debit,4760.2,USD,Inventory,Kramer LLC,Bank Transfer
TXN04299,U351,01/07/2024,815191,Credit,3373.35,USD,Sales,Wright Group,Credit Card
TXN04300,U107,30/05/2024,774600,Refund,9030.77,USD,Payroll,"Booth, Brooks and Moreno",Cash
TXN04301,U181,01/07/2024,600875,Credit,1879.24,USD,Marketing,"May, Reid and Welch",Bank Transfer
TXN04302,U013,05/09/2024,336844,Debit,3586.47,USD,Operations,Weeks Group,Credit Card
TXN04303,U433,14/04/2024,697841,Credit,1635.83,USD,Payroll,Wade Group,Cash
TXN04304,U231,26/04/2024,605011,Debit,5472.31,USD,Sales,Escobar-Stone,Credit Card
TXN04305,U068,23/06/2024,116714,Debit,7522.93,USD,Operations,Haley-Hale,Cash
TXN04306,U160,01/11/2024,254331,Credit,4395.7,USD,Sales,Perkins-Hunter,Cash
TXN04307,U183,04/06/2024,220901,Credit,6169.96,USD,Sales,Brown PLC,Cash
TXN04308,U376,13/01/2024,303655,Credit,5939.81,USD,Payroll,"Stephens, Gonzalez and Howard",Credit Card
TXN04309,U254,22/03/2024,951268,Debit,6948.04,USD,Sales,"Bell, Hart and Young",Bank Transfer
TXN04310,U373,08/10/2024,469356,Debit,7312.24,USD,Marketing,"Terrell, Davidson and Hickman",Bank Transfer
TXN04311,U344,08/05/2024,724490,Refund,4740.99,USD,Operations,"Petty, Valdez and Robinson",Credit Card
TXN04312,U363,26/02/2024,292777,Refund,2443.45,USD,Operations,Briggs-Williams,Bank Transfer
TXN04313,U011,22/03/2024,992460,Refund,7236.49,USD,Payroll,Mckay LLC,Cash
TXN04314,U153,28/01/2024,203731,Debit,6013.41,USD,Payroll,Drake Group,Credit Card
TXN04315,U030,13/05/2024,465717,Refund,4830.75,USD,Inventory,Bauer Group,Credit Card
TXN04316,U065,24/10/2024,961983,Credit,4017.52,USD,Sales,"Adams, White and Patrick",Credit Card
TXN04317,U184,28/08/2024,520066,Credit,410.89,USD,Marketing,Moran Group,Credit Card
TXN04318,U314,12/11/2024,949372,Credit,9290.61,USD,Inventory,Bender-Wilson,Cash
TXN04319,U044,27/08/2024,161690,Refund,2350.69,USD,Marketing,Kaiser PLC,Cash
TXN04320,U263,07/06/2024,535599,Credit,9348.2,USD,Payroll,"Huffman, Camacho and Greer",Credit Card
TXN04321,U496,08/12/2024,869648,Debit,9269.6,USD,Payroll,Potter-Moore,Bank Transfer
TXN04322,U295,10/03/2024,355455,Debit,1087.47,USD,Marketing,Sims-Cruz,Cash
TXN04323,U229,03/07/2024,674906,Credit,4264.68,USD,Operations,Miller and Sons,Cash
TXN04324,U203,16/10/2024,960232,Credit,2700.92,USD,Payroll,Peterson-Hill,Credit Card
TXN04325,U167,28/09/2024,314731,Debit,5779.11,USD,Payroll,Kline Ltd,Cash
TXN04326,U424,27/08/2024,248753,Credit,5934.83,USD,Marketing,"Spencer, Collins and Schroeder",Cash
TXN04327,U110,14/12/2024,925539,Debit,1648.62,USD,Marketing,Robinson Ltd,Cash
TXN04328,U244,23/03/2024,267324,Refund,1672.18,USD,Payroll,"Walker, Chambers and Stark",Credit Card
TXN04329,U278,09/10/2024,849474,Refund,3012.82,USD,Sales,"Sharp, Ross and Sullivan",Cash
TXN04330,U424,06/10/2024,214706,Debit,5972.54,USD,Payroll,"Clements, Henson and Brown",Bank Transfer
TXN04331,U447,21/05/2024,542528,Refund,6979.34,USD,Marketing,"Gordon, Gilbert and George",Bank Transfer
TXN04332,U172,29/10/2024,582990,Refund,5245.61,USD,Sales,Smith and Sons,Bank Transfer
TXN04333,U128,02/07/2024,794449,Debit,9515.42,USD,Marketing,"Paul, Carrillo and Williams",Credit Card
TXN04334,U480,27/03/2024,392488,Credit,5684.2,USD,Payroll,Gonzalez PLC,Bank Transfer
TXN04335,U155,27/08/2024,238563,Refund,1404.1,USD,Inventory,Douglas-Thomas,Bank Transfer
TXN04336,U324,06/11/2024,473894,Credit,6637.43,USD,Payroll,"Ayers, Johnson and Mitchell",Bank Transfer
TXN04337,U148,30/04/2024,972497,Credit,7887.81,USD,Payroll,Daniels and Sons,Credit Card
TXN04338,U458,25/07/2024,483023,Refund,547.46,USD,Inventory,Chavez Inc,Credit Card
TXN04339,U101,11/04/2024,786573,Credit,913.08,USD,Operations,Castro LLC,Bank Transfer
TXN04340,U006,03/07/2024,367911,Credit,7930.71,USD,Sales,Anderson Ltd,Cash
TXN04341,U477,07/02/2024,838065,Refund,1423.19,USD,Sales,"Ho, Cross and Martin",Cash
TXN04342,U152,03/05/2024,176804,Refund,3467.56,USD,Sales,Maxwell Group,Cash
TXN04343,U300,29/02/2024,199363,Credit,3965.98,USD,Marketing,Aguilar-Gill,Bank Transfer
TXN04344,U231,23/07/2024,285171,Credit,4611.27,USD,Marketing,Flores PLC,Credit Card
TXN04345,U167,31/01/2024,160659,Credit,6589.5,USD,Sales,Walker Group,Cash
TXN04346,U159,11/11/2024,639100,Debit,2012.06,USD,Inventory,Campbell Inc,Credit Card
TXN04347,U298,24/11/2024,513775,Debit,1728.96,USD,Inventory,Dawson-Young,Credit Card
TXN04348,U249,20/09/2024,949915,Credit,3082.19,USD,Marketing,"Mendoza, Larson and Curtis",Bank Transfer
TXN04349,U250,11/05/2024,382483,Refund,1854.09,USD,Operations,"Rivera, Santana and Cabrera",Credit Card
TXN04350,U181,22/11/2024,901516,Debit,8579.04,USD,Sales,Avery-Chen,Credit Card
TXN04351,U039,12/05/2024,581914,Debit,4371.12,USD,Payroll,Mclaughlin Inc,Cash
TXN04352,U061,04/04/2024,145287,Credit,7244.1,USD,Marketing,Holland-Mcdonald,Credit Card
TXN04353,U458,16/02/2024,567985,Debit,1549.84,USD,Sales,"Erickson, Sutton and Harris",Cash
TXN04354,U469,28/09/2024,295338,Credit,5557.93,USD,Operations,"Adams, Morris and Kim",Cash
TXN04355,U487,26/03/2024,175068,Refund,7758.33,USD,Inventory,King-Norman,Cash
TXN04356,U279,10/05/2024,543625,Credit,59.4,USD,Marketing,Brown LLC,Cash
TXN04357,U490,16/04/2024,975882,Refund,1601.7,USD,Marketing,"Lynn, Lawson and Montoya",Bank Transfer
TXN04358,U301,30/08/2024,597029,Debit,1008.14,USD,Sales,Morris Group,Cash
TXN04359,U343,27/05/2024,423657,Debit,5502.79,USD,Operations,Meyer LLC,Credit Card
TXN04360,U087,16/07/2024,194119,Debit,3946.53,USD,Payroll,Hicks Group,Cash
TXN04361,U081,19/10/2024,261971,Debit,2132.79,USD,Operations,"Howard, Ramirez and Ortiz",Bank Transfer
TXN04362,U252,13/10/2024,631503,Refund,4728.34,USD,Sales,Ray-Myers,Credit Card
TXN04363,U263,06/02/2024,273442,Debit,3769.15,USD,Operations,Taylor-Lin,Cash
TXN04364,U415,25/03/2024,230636,Credit,4640.21,USD,Payroll,Ross and Sons,Credit Card
TXN04365,U282,13/12/2024,121200,Refund,2434.99,USD,Marketing,Murphy-House,Cash
TXN04366,U134,24/12/2024,228957,Refund,9170.33,USD,Inventory,Smith and Sons,Bank Transfer
TXN04367,U052,08/10/2024,127340,Debit,3881.86,USD,Inventory,Patel-Hood,Bank Transfer
TXN04368,U240,15/11/2024,835294,Debit,3190.38,USD,Payroll,Frye PLC,Credit Card
TXN04369,U314,13/10/2024,677798,Refund,9353.27,USD,Sales,Joyce-Harris,Cash
TXN04370,U303,15/10/2024,469327,Credit,4004.84,USD,Inventory,Kemp and Sons,Bank Transfer
TXN04371,U189,29/10/2024,738207,Credit,3277.85,USD,Operations,"Jennings, Herman and Ruiz",Cash
TXN04372,U111,17/11/2024,822670,Debit,2839.11,USD,Operations,Parker and Sons,Bank Transfer
TXN04373,U391,20/06/2024,693583,Debit,6750.75,USD,Operations,"Alvarez, Price and Riley",Bank Transfer
TXN04374,U146,06/05/2024,302081,Debit,8728.11,USD,Inventory,"Snyder, Moore and Miller",Cash
TXN04375,U239,23/06/2024,718614,Refund,5973.42,USD,Payroll,"Drake, Callahan and Hernandez",Cash
TXN04376,U440,29/08/2024,655453,Credit,5345.81,USD,Operations,Carey-Rocha,Credit Card
TXN04377,U230,15/06/2024,861864,Refund,3475.2,USD,Sales,Casey and Sons,Credit Card
TXN04378,U034,03/12/2024,835898,Refund,6702.07,USD,Operations,Silva-Reese,Bank Transfer
TXN04379,U185,16/09/2024,952525,Credit,9702.55,USD,Sales,"Williams, Herrera and Garcia",Credit Card
TXN04380,U426,20/09/2024,989957,Refund,278.69,USD,Sales,"Carter, Crawford and Cervantes",Bank Transfer
TXN04381,U440,23/01/2024,647080,Debit,8857.03,USD,Marketing,Roach and Sons,Bank Transfer
TXN04382,U158,28/07/2024,516905,Refund,1789.82,USD,Sales,Vargas and Sons,Credit Card
TXN04383,U324,25/04/2024,862559,Refund,2359.22,USD,Marketing,"Hernandez, Doyle and Smith",Bank Transfer
TXN04384,U102,29/04/2024,696822,Credit,3629.18,USD,Sales,King and Sons,Cash
TXN04385,U043,30/01/2024,505287,Refund,5019.54,USD,Operations,"Miller, Pollard and Sweeney",Credit Card
TXN04386,U117,11/10/2024,156901,Refund,25.9,USD,Payroll,Oliver-Miller,Credit Card
TXN04387,U307,16/01/2024,370427,Debit,5995.71,USD,Sales,Torres-Barnes,Cash
TXN04388,U001,26/08/2024,884814,Refund,3987.83,USD,Operations,Barry Inc,Bank Transfer
TXN04389,U269,18/12/2024,899029,Debit,781.92,USD,Payroll,Bernard and Sons,Bank Transfer
TXN04390,U165,20/09/2024,680910,Credit,2308.43,USD,Marketing,"Harding, Hall and Bailey",Bank Transfer
TXN04391,U448,03/02/2024,676172,Refund,5004.5,USD,Sales,"Hall, Woods and Hunter",Bank Transfer
TXN04392,U015,19/03/2024,794921,Credit,452.04,USD,Inventory,Glover-Evans,Credit Card
TXN04393,U262,25/06/2024,949283,Debit,3026.36,USD,Payroll,Lee-Mercer,Cash
TXN04394,U323,11/10/2024,148638,Credit,937.58,USD,Inventory,Odonnell-Moore,Credit Card
TXN04395,U305,14/04/2024,315628,Debit,3846.82,USD,Operations,"Robinson, Guzman and Jacobs",Bank Transfer
TXN04396,U214,21/10/2024,390306,Debit,1806.96,USD,Marketing,Castillo-Harris,Cash
TXN04397,U040,08/08/2024,202316,Debit,1515.97,USD,Payroll,"Casey, Dean and Hill",Bank Transfer
TXN04398,U013,03/05/2024,571739,Debit,3117.81,USD,Sales,"Sanchez, Thompson and Stewart",Bank Transfer
TXN04399,U338,10/04/2024,159753,Refund,6755.98,USD,Marketing,Holloway-Cox,Cash
TXN04400,U357,26/09/2024,817843,Debit,4811.71,USD,Marketing,"Maddox, Crawford and Evans",Credit Card
TXN04401,U370,10/07/2024,859700,Debit,2617.58,USD,Marketing,Greene-Zuniga,Credit Card
TXN04402,U483,02/06/2024,302699,Refund,9550.62,USD,Marketing,Rowland-Rios,Cash
TXN04403,U082,28/08/2024,838320,Credit,1803.38,USD,Inventory,Cummings LLC,Cash
TXN04404,U111,12/01/2024,457250,Debit,3988.18,USD,Sales,Evans-Scott,Cash
TXN04405,U100,20/10/2024,951854,Credit,5178.31,USD,Marketing,"Chambers, Duarte and Bennett",Cash
TXN04406,U096,23/12/2024,551052,Refund,1073.24,USD,Sales,Castro Ltd,Credit Card
TXN04407,U431,08/03/2024,399472,Debit,8064.23,USD,Operations,Rodriguez-Kelly,Credit Card
TXN04408,U417,14/02/2024,861589,Debit,3469.41,USD,Inventory,"Allison, House and Patterson",Bank Transfer
TXN04409,U064,20/03/2024,778092,Credit,7329.38,USD,Inventory,Weaver Inc,Cash
TXN04410,U145,31/03/2024,194659,Refund,6562.13,USD,Sales,Morgan-Reilly,Credit Card
TXN04411,U117,19/09/2024,262977,Debit,4050.69,USD,Operations,Delgado Inc,Cash
TXN04412,U440,26/08/2024,691595,Credit,8071.09,USD,Marketing,Malone Inc,Bank Transfer
TXN04413,U100,15/07/2024,383172,Debit,1617.23,USD,Inventory,Garcia Ltd,Cash
TXN04414,U383,20/09/2024,918153,Debit,1296.11,USD,Operations,"Jarvis, Wu and Harris",Credit Card
TXN04415,U280,20/09/2024,173728,Debit,5074.63,USD,Operations,"Parrish, Tapia and Rose",Credit Card
TXN04416,U464,02/12/2024,621492,Refund,6866.12,USD,Inventory,Alvarez and Sons,Cash
TXN04417,U413,05/11/2024,604757,Refund,125.77,USD,Payroll,Kelly-Gutierrez,Credit Card
TXN04418,U122,09/03/2024,167395,Debit,6541.63,USD,Marketing,"Horne, Frank and Martinez",Credit Card
TXN04419,U234,22/04/2024,539596,Debit,6705.25,USD,Payroll,Whitaker-Hernandez,Bank Transfer
TXN04420,U031,31/01/2024,414873,Refund,4230.35,USD,Operations,"Shaffer, Green and Cruz",Cash
TXN04421,U250,21/03/2024,248434,Credit,554.57,USD,Operations,Carroll PLC,Cash
TXN04422,U275,19/05/2024,963689,Debit,4255.56,USD,Marketing,Jones Group,Bank Transfer
TXN04423,U304,27/10/2024,836502,Credit,7423.23,USD,Inventory,Ferguson PLC,Credit Card
TXN04424,U155,14/08/2024,588572,Refund,1168.42,USD,Payroll,"Robinson, Levy and Hall",Cash
TXN04425,U252,29/02/2024,388000,Refund,8073.18,USD,Marketing,"Caldwell, Rodriguez and Harris",Credit Card
TXN04426,U205,25/07/2024,785130,Credit,9083.03,USD,Marketing,Carr-Roberts,Credit Card
TXN04427,U340,21/10/2024,798900,Refund,5025.6,USD,Inventory,"Martin, Mahoney and Randolph",Cash
TXN04428,U107,02/09/2024,146651,Debit,7812.23,USD,Marketing,Ibarra and Sons,Bank Transfer
TXN04429,U143,30/05/2024,870877,Credit,7123.11,USD,Payroll,Ray-Johnson,Bank Transfer
TXN04430,U392,24/10/2024,370520,Credit,8443.24,USD,Sales,"Schmidt, Berry and Martin",Bank Transfer
TXN04431,U143,02/04/2024,968721,Credit,9717.98,USD,Payroll,"Esparza, Randolph and Nguyen",Credit Card
TXN04432,U032,15/08/2024,434836,Debit,1125.6,USD,Operations,"Murphy, Moses and Moreno",Cash
TXN04433,U014,01/09/2024,206447,Debit,1796.61,USD,Payroll,Sharp-Arnold,Bank Transfer
TXN04434,U458,01/04/2024,134339,Refund,4246.41,USD,Payroll,Brown PLC,Credit Card
TXN04435,U437,19/09/2024,705669,Credit,7598.51,USD,Operations,"Jenkins, Guerra and Lyons",Credit Card
TXN04436,U048,02/11/2024,886289,Refund,8704.44,USD,Sales,Valentine LLC,Bank Transfer
TXN04437,U175,28/05/2024,465376,Credit,809.29,USD,Operations,Clark Group,Bank Transfer
TXN04438,U435,13/04/2024,822388,Refund,79.5,USD,Payroll,"Smith, Mueller and Hunt",Cash
TXN04439,U444,22/07/2024,993240,Credit,9482.53,USD,Sales,Roman Ltd,Cash
TXN04440,U154,17/10/2024,795615,Debit,7078.57,USD,Sales,"Bolton, Lee and Sullivan",Credit Card
TXN04441,U226,16/01/2024,688053,Refund,2585.79,USD,Payroll,Francis-Hall,Bank Transfer
